record_timestamp,CHR-01-L1-AMP,CHR-01-L1-V,CHR-01-L2-AMP,CHR-01-L2-V,CHR-01-L3-AMP,CHR-01-L3-V,CHR-01-KW,CHR-01-CHWSWT,CHR-01-CHWRWT,CHR-01-CHWFWR,CHR-02-L1-AMP,CHR-02-L1-V,CHR-02-L2-AMP,CHR-02-L2-V,CHR-02-L3-AMP,CHR-02-L3-V,CHR-02-KW,CHR-02-CHWSWT,CHR-02-CHWRWT,CHR-02-CHWFWR,CHR-03-L1-AMP,CHR-03-L1-V,CHR-03-L2-AMP,CHR-03-L2-V,CHR-03-L3-AMP,CHR-03-L3-V,CHR-03-KW,CHR-03-CHWSWT,CHR-03-CHWRWT,CHR-03-CHWFWR,CHR-04-L1-AMP,CHR-04-L1-V,CHR-04-L2-AMP,CHR-04-L2-V,CHR-04-L3-AMP,CHR-04-L3-V,CHR-04-KW,CHR-04-CHWSWT,CHR-04-CHWRWT,CHR-04-CHWFWR,CHR-01-Q,CHR-02-Q,CHR-03-Q,CHR-04-Q,Total_Cooling_Load,Total_Power_Consumption,Total_COP,hour_of_day,day_of_week,month,is_weekend
2024-02-05 17:30:00,38.9395,224.951,36.8345,225.132,37.6014,225.723,21.708666,16.6111,17.4722,115.9,36.5123,224.857,36.022,224.674,36.6467,225.396,20.87878,20.4611,17.7278,0.0,19.731,224.904,17.5836,225.146,18.7656,225.754,10.737938,16.0778,15.6333,0.0,17.546,224.73,16.1796,224.542,18.5792,224.997,9.992921,21.5389,21.7778,0.0,418.16824310000027,-0.0,-0.0,0.0,418.16824310000027,63.318305,6.604223582738045,17,0,2,0
2024-02-06 17:30:00,38.7358,224.64,36.673,224.644,37.4909,225.328,21.579573,15.4611,16.2222,109.37,37.2854,224.08,35.1329,223.893,36.6183,224.86,20.786678,20.5556,18.0222,0.0,19.6072,224.605,17.4765,224.652,18.7369,225.501,10.671916,14.5167,14.0056,0.0,18.2452,223.954,17.7475,223.761,18.5238,224.924,10.390171,21.7333,22.0611,0.0,348.7819143300004,-0.0,-0.0,0.0,348.7819143300004,63.428338000000004,5.49883420136281,17,1,2,0
2024-02-07 17:30:00,39.0869,225.553,36.984,225.464,37.8749,226.271,21.866013,14.5056,15.3556,107.738,37.5453,225.427,35.2924,224.923,36.846,225.93,21.017452,20.5556,17.9222,0.0,19.8129,225.586,17.6791,225.491,18.9247,226.387,10.829253,13.3333,12.5556,0.0,19.3857,225.252,17.0779,224.83,18.6623,225.298,10.549241,21.7333,21.9667,0.0,383.7088870000007,-0.0,-0.0,0.0,383.7088870000007,64.261959,5.971011356812211,17,2,2,0
2024-02-07 17:45:00,37.8498,225.358,38.1929,225.18,37.0129,225.94,21.668818,15.5556,16.3222,125.694,35.8519,224.772,34.466,224.62,36.7968,225.411,20.480461,20.5556,17.9222,0.0,19.2625,224.76,17.1219,225.026,18.5215,225.848,10.510553,13.2333,12.6556,0.0,18.3928,224.655,17.8299,224.479,18.6555,225.508,10.490223,21.7333,21.9667,0.0,403.7359154759993,-0.0,-0.0,0.0,403.7359154759993,63.150055,6.39327892075469,17,2,2,0
2024-02-08 17:30:00,38.0536,223.641,37.6966,223.671,37.6936,224.356,21.588953,14.6,15.45,107.738,37.2599,223.492,35.0357,223.191,36.5784,224.051,20.691013,20.0778,17.5333,0.0,19.7271,223.588,17.593,223.682,18.8012,224.423,10.680593,13.0389,12.2667,0.0,19.236,223.379,16.9327,223.05,18.5467,223.625,10.388073,21.2556,21.5889,0.0,383.7088869999999,-0.0,-0.0,0.0,383.7088869999999,63.348632,6.057098233786641,17,3,2,0
2024-02-08 17:45:00,36.495,223.53,36.9376,223.257,36.762,224.181,20.948801,15.5556,16.4167,119.165,37.1978,223.052,34.9635,222.796,36.4998,223.893,20.62,20.0778,17.5333,0.0,19.0093,222.927,16.9167,223.249,18.3947,224.306,10.319309,13.0389,12.3611,0.0,19.1994,222.946,16.8972,222.667,18.487,223.439,10.347556,21.2556,21.5889,0.0,429.9483924849994,-0.0,-0.0,0.0,429.9483924849994,62.235665999999995,6.908392247059739,17,3,2,0
2024-02-09 17:30:00,37.7492,223.505,37.3873,223.631,37.4608,224.282,21.419897,14.1222,14.8722,102.841,37.1305,223.023,34.908,222.995,36.4537,223.712,20.587336,19.2278,16.9556,0.0,19.5903,223.436,17.4814,223.593,18.6817,224.371,10.6059,12.7389,11.8833,0.0,18.1686,222.86,17.6352,222.862,18.4742,224.397,10.306103,20.4944,20.8222,0.0,323.1778425,-0.0,-0.0,0.0,323.1778425,62.919236,5.136391714928007,17,4,2,0
2024-02-09 17:45:00,37.4678,223.708,37.0281,223.634,36.8339,224.438,21.19009,15.3667,16.2222,114.267,37.1794,223.037,34.9799,222.905,36.5592,223.759,20.629524,19.2278,16.9556,0.0,19.0313,223.458,16.9267,223.471,18.412,224.323,10.340725,12.7389,11.9778,0.0,18.1968,222.906,17.6707,222.791,18.5187,223.979,10.319721,20.5889,20.8222,0.0,409.59520351500055,-0.0,-0.0,0.0,409.59520351500055,62.48006,6.555614759572903,17,4,2,0
2024-02-14 17:45:00,39.394,222.563,38.0035,222.972,37.6562,223.557,21.810722,15.4611,16.2222,127.326,37.2768,223.221,35.0873,222.845,36.5158,223.839,20.666607,19.2278,17.0556,0.0,19.009,222.485,16.9223,222.94,18.317,223.865,10.287049,13.6278,13.0444,0.0,19.2458,223.13,16.9507,222.716,18.4757,223.502,10.369034,20.5889,20.8222,0.0,406.04375993400043,-0.0,-0.0,0.0,406.04375993400043,63.13341199999999,6.431519334548249,17,2,2,0
2024-02-15 17:30:00,38.0183,224.73,37.6252,224.81,37.6213,225.469,21.662088,16.4222,17.2778,114.267,37.5625,224.913,35.2609,224.572,36.7834,225.311,20.956417,19.7944,17.4389,0.0,19.6126,224.666,17.4935,224.803,18.753,225.54,10.683164,15.7833,15.3444,0.0,19.3523,224.865,17.0443,224.438,18.6239,225.319,10.517359,21.0611,21.3944,0.0,409.6430813879996,-0.0,-0.0,0.0,409.6430813879996,63.819027999999996,6.418823573872038,17,3,2,0
2024-02-16 17:30:00,38.955,224.79,36.8624,224.761,37.6704,225.311,21.700058,14.6944,15.55,107.738,37.5571,224.937,35.3225,224.633,36.7783,225.383,20.971016,20.1722,17.8278,0.0,19.7321,224.75,17.6154,224.77,18.7884,225.387,10.734535,13.6278,12.9444,0.0,18.3621,224.99,17.8317,224.505,18.6404,225.313,10.484342,21.5389,21.8722,0.0,386.2368514320004,-0.0,-0.0,0.0,386.2368514320004,63.889950999999996,6.045345870307529,17,4,2,0
2024-02-20 07:45:00,37.4789,223.471,35.6014,223.304,36.8228,223.718,20.878809,18.9889,21.0,0.0,824.692,219.312,819.446,221.812,819.327,221.624,462.57886,10.0389,15.1389,163.512,18.0498,223.294,17.8122,223.286,18.419,223.837,10.310908,17.7167,17.3444,0.0,18.5142,219.363,18.088,221.754,18.4927,222.498,10.358955,22.5,22.8278,0.0,0.0,3494.087928,-0.0,0.0,3494.087928,504.127532,6.9309603348543165,7,1,2,0
2024-02-20 08:00:00,37.6301,224.598,35.7009,224.361,36.917,224.817,21.04694,18.9889,21.0,0.0,823.444,220.429,817.929,222.874,818.753,222.923,464.37622,9.03889,13.7056,157.163,19.0964,224.516,17.0627,224.33,18.4723,225.147,10.43299,17.7167,17.3444,0.0,18.689,220.431,18.2779,222.744,18.5983,223.269,10.49185,22.4056,22.8278,0.0,0.0,3073.0890622287006,-0.0,0.0,3073.0890622287006,506.348,6.069124519557104,8,1,2,0
2024-02-20 08:15:00,37.6985,224.061,36.5804,223.825,36.9111,224.168,21.17236,18.9889,21.0,0.0,828.676,219.518,823.395,222.099,823.965,221.816,465.42017,8.53889,13.9944,152.4,19.109,224.697,17.069,223.79,18.4656,224.229,10.41601,17.7167,17.4444,0.0,19.6469,219.487,17.5408,222.037,18.5876,222.362,10.489104,22.5,22.8278,0.0,0.0,3483.648643560001,-0.0,0.0,3483.648643560001,507.49764400000004,6.864364169462037,8,1,2,0
2024-02-20 08:30:00,37.5346,223.767,35.572,223.696,36.7672,224.171,20.908691,18.9889,21.0,0.0,822.011,219.689,809.442,222.099,806.761,221.865,458.4518,7.82778,12.9444,149.225,19.0622,223.718,17.0079,223.484,18.4022,223.943,10.358605,17.7167,17.4444,0.0,18.764,219.74,18.3542,221.953,18.5948,221.738,10.472125,22.5,22.8278,0.0,0.0,3199.1807257050004,-0.0,0.0,3199.1807257050004,500.191221,6.395915384738431,8,1,2,0
2024-02-20 08:45:00,37.5578,224.038,36.4138,223.814,36.8496,224.26,21.103956,19.0833,21.0,0.0,735.45,220.658,732.771,222.775,731.829,222.153,414.8884,7.21667,12.5611,146.05,19.0622,223.73,17.0252,223.789,18.4188,224.205,10.373762,17.7167,17.4444,0.0,19.624,220.619,17.4973,222.598,18.6423,221.874,10.5064535,22.5,22.8278,0.0,0.0,3270.5212662850004,-0.0,0.0,3270.5212662850004,456.8725715,7.158497730663178,8,1,2,0
2024-02-20 09:00:00,36.6292,223.618,36.5144,223.538,36.8256,224.097,20.914942,18.9889,21.0,0.0,692.255,219.956,688.31,222.127,688.216,222.154,389.34067,7.11667,12.1778,147.638,18.0969,223.584,17.8412,223.527,18.4101,224.166,10.336923,17.7167,17.4444,0.0,19.7014,219.876,17.5363,221.999,18.6298,221.708,10.50199,22.5,22.8278,0.0,0.0,3130.8313148386,-0.0,0.0,3130.8313148386,431.094525,7.262516996332997,9,1,2,0
2024-02-20 09:15:00,36.5472,223.444,36.4371,223.388,36.7984,223.888,20.862896,19.0833,21.0944,0.0,683.413,219.492,679.517,221.937,682.266,221.908,384.38184,7.01111,12.1778,147.638,19.0504,223.396,17.0207,223.43,18.4178,224.083,10.357959,17.8111,17.5389,0.0,18.8805,219.396,18.3674,221.792,18.6215,221.553,10.490443,22.5,22.8278,0.0,0.0,3196.1310707417997,-0.0,0.0,3196.1310707417997,426.093138,7.501015120177316,9,1,2,0
2024-02-20 09:30:00,37.4266,223.436,35.4964,223.054,36.7219,223.62,20.818045,19.0833,21.0944,0.0,682.485,220.219,678.354,222.036,679.673,222.001,384.03278,7.01111,12.1778,147.638,18.0533,223.366,17.7653,223.044,18.3862,223.682,10.29146,17.8111,17.5389,0.0,19.7521,220.257,17.6266,221.887,18.6629,221.597,10.537702,22.5,22.8278,0.0,0.0,3196.1310707417997,-0.0,0.0,3196.1310707417997,425.67998700000004,7.508295358836777,9,1,2,0
2024-02-20 09:45:00,36.6341,223.326,35.574,223.203,36.7998,223.785,20.703295,19.0833,21.0944,0.0,679.619,219.697,674.38,221.84,675.671,221.901,381.5198,6.91111,11.9889,147.638,19.0845,223.285,17.0751,223.18,18.451,223.866,10.372257,17.8111,17.5389,0.0,19.8481,219.713,17.722,221.71,18.645,221.779,10.561335,22.5,22.8278,0.0,0.0,3141.1372444838,-0.0,0.0,3141.1372444838,423.156687,7.423106714331091,9,1,2,0
2024-02-20 10:00:00,37.5375,222.964,35.6059,222.67,36.7185,223.213,20.819834,19.0833,21.0944,0.0,677.053,218.972,673.712,221.102,673.715,221.229,379.321,6.91111,11.9889,147.638,18.0755,222.887,17.7772,222.635,18.3652,223.388,10.275808,17.8111,17.5389,0.0,18.8418,218.945,18.3782,221.002,18.5612,221.503,10.453555,22.5,22.8278,0.0,0.0,3141.1372444838,-0.0,0.0,3141.1372444838,420.870197,7.463434728507991,10,1,2,0
2024-02-20 10:15:00,37.4562,223.407,36.41,223.116,36.7548,223.702,21.006691,19.0833,21.0944,0.0,673.95,219.903,671.279,221.76,671.609,221.641,379.03415,6.91111,11.9889,147.638,19.0278,223.543,16.9747,223.091,18.368,223.755,10.327812,17.8111,17.5389,0.0,19.7122,219.854,17.6144,221.685,18.61,222.119,10.516446,22.5,22.9222,0.0,0.0,3141.1372444838,-0.0,0.0,3141.1372444838,420.88509899999997,7.463170475616672,10,1,2,0
2024-02-20 10:30:00,36.4753,223.017,36.3281,223.155,36.7095,223.809,20.788727,19.0833,21.0944,0.0,667.469,219.536,664.937,221.863,665.275,221.914,375.43842,6.91111,11.9889,146.05,18.0225,222.97,17.7398,223.115,18.3668,223.731,10.272858,17.9056,17.6333,0.0,19.7221,219.563,17.66,221.681,18.6133,221.828,10.517969,22.5,22.8278,0.0,0.0,3107.351051605,-0.0,0.0,3107.351051605,417.017974,7.451360002063125,10,1,2,0
2024-02-20 10:45:00,37.6117,223.147,36.3052,223.019,36.8177,223.573,21.01296,19.0833,21.0944,0.0,666.584,219.543,663.491,221.726,663.418,221.599,374.39935,6.91111,11.9889,147.638,19.0835,223.115,17.0566,222.992,18.4097,223.654,10.351898,17.9056,17.6333,0.0,18.6887,219.597,18.2665,221.618,18.6124,221.774,10.437926,22.5,22.8278,0.0,0.0,3141.1372444838,-0.0,0.0,3141.1372444838,416.20213400000006,7.547143534068952,10,1,2,0
2024-02-20 11:00:00,36.6188,223.335,36.4326,222.947,36.7785,223.634,20.846865,19.0833,21.0944,0.0,675.263,219.287,671.071,221.399,673.44,221.541,378.96863,6.91111,11.9889,147.638,18.0901,223.294,17.7973,222.932,18.4283,223.685,10.309763,17.9056,17.6333,0.0,19.7212,219.264,17.5655,221.28,18.6109,221.327,10.480618,22.5,22.8278,0.0,0.0,3141.1372444838,-0.0,0.0,3141.1372444838,420.60587599999997,7.4681249685722415,11,1,2,0
2024-02-20 11:15:00,36.533,223.031,35.6756,222.865,36.7215,223.441,20.658335,19.0833,21.1889,0.0,680.631,219.498,674.943,221.564,678.244,221.51,381.8013,6.91111,11.9889,147.638,19.0295,223.101,16.9722,222.842,18.3639,223.378,10.310255,17.9056,17.6333,0.0,18.8809,219.467,18.4604,221.464,18.6007,221.136,10.493534,22.5944,22.9222,0.0,0.0,3141.1372444838,-0.0,0.0,3141.1372444838,423.26342400000004,7.421234782818842,11,1,2,0
2024-02-20 11:30:00,37.8948,224.744,35.9447,224.483,37.0864,225.134,21.19476,19.0833,21.1889,0.0,681.084,221.199,678.525,223.134,678.234,223.417,385.54822,7.01111,11.9889,147.638,18.2252,224.677,17.9387,224.474,18.5584,225.273,10.456923,17.9056,17.7278,0.0,18.9557,221.178,18.5529,223.117,18.7903,221.29,10.616632,22.5,22.8278,0.0,0.0,3079.2769224838,-0.0,0.0,3079.2769224838,427.816535,7.197657571799557,11,1,2,0
2024-02-20 11:45:00,36.8925,224.788,36.7051,224.479,37.071,225.176,21.148014,19.0833,21.1889,0.0,670.279,220.904,666.971,222.952,667.655,223.2,378.92184,6.91111,11.9889,147.638,19.2044,224.639,17.1524,224.468,18.5477,225.256,10.490873,18.0056,17.7278,0.0,20.0001,220.848,17.8986,222.845,18.7708,222.977,10.702395,22.5944,22.9222,0.0,0.0,3141.1372444838,-0.0,0.0,3141.1372444838,421.263122,7.45647335463606,11,1,2,0
2024-02-20 12:00:00,37.8921,224.868,35.9681,224.662,37.1192,225.215,21.21701,19.0833,21.1889,0.0,678.366,220.93,672.898,223.19,676.435,223.174,383.36548,7.01111,11.9889,147.638,19.2329,224.813,17.1899,224.641,18.5763,225.293,10.514902,18.0056,17.7278,0.0,19.8773,220.904,17.7491,223.039,18.7785,223.22,10.660235,22.5944,22.9222,0.0,0.0,3079.2769224838,-0.0,0.0,3079.2769224838,425.757627,7.232464499065332,12,1,2,0
2024-02-20 12:15:00,37.8372,224.517,36.0549,224.237,37.0322,224.84,21.17032,19.0833,21.1889,0.0,685.926,221.326,681.655,223.298,682.466,223.364,387.99426,7.01111,12.1778,147.638,18.2194,224.483,17.9582,224.212,18.5357,224.902,10.44234,18.0056,17.7278,0.0,19.0286,221.304,18.6047,223.105,18.8354,222.827,10.675102,22.5944,22.9222,0.0,0.0,3196.1310707417997,-0.0,0.0,3196.1310707417997,430.282022,7.427991194904722,12,1,2,0
2024-02-20 12:30:00,38.035,224.497,36.1971,224.337,37.1354,224.953,21.260891,19.0833,21.1889,0.0,689.617,220.784,685.854,222.959,686.844,223.18,389.69403,7.11667,12.1778,147.638,19.2886,224.441,17.3129,224.314,18.5845,225.074,10.536231,18.0056,17.8278,0.0,19.9557,220.812,17.8329,222.835,18.7659,223.125,10.682285,22.5944,22.9222,0.0,0.0,3130.8313148386,-0.0,0.0,3130.8313148386,432.173437,7.244386273649207,12,1,2,0
2024-02-20 12:45:00,38.1174,224.627,36.1211,224.306,37.1316,225.003,21.266233,19.0833,21.1889,0.0,686.733,220.567,681.135,222.727,682.264,222.824,386.92218,7.01111,12.1778,147.638,19.3429,224.592,17.2792,224.303,18.579,224.995,10.540187,18.1,17.8278,0.0,19.9521,220.566,17.708,222.609,18.7803,223.422,10.657849,22.5944,22.9222,0.0,0.0,3196.1310707417997,-0.0,0.0,3196.1310707417997,429.386449,7.443483785259836,12,1,2,0
2024-02-20 13:00:00,37.0455,224.47,36.8967,224.158,37.1448,224.973,21.20144,19.0833,21.1889,0.0,680.118,220.577,675.343,222.653,675.842,222.918,383.38647,7.01111,12.1778,147.638,19.2944,224.421,17.2602,224.156,18.552,225.048,10.518017,18.1,17.8278,0.0,19.1434,220.522,18.6706,222.53,18.8171,222.727,10.68228,22.5944,22.9222,0.0,0.0,3196.1310707417997,-0.0,0.0,3196.1310707417997,425.78820699999994,7.506387021051995,13,1,2,0
2024-02-20 13:15:00,37.9244,224.679,36.0304,224.301,37.1537,224.963,21.216578,19.0833,21.2833,0.0,684.302,221.021,678.42,223.105,678.676,223.176,385.95798,7.01111,12.1778,147.638,19.2455,224.554,17.2254,224.311,18.5608,225.073,10.508581,18.1,17.8278,0.0,20.1127,221.047,18.0337,222.952,18.8281,223.185,10.768353,22.5944,22.9222,0.0,0.0,3196.1310707417997,-0.0,0.0,3196.1310707417997,428.45149200000003,7.459726784524301,13,1,2,0
2024-02-20 13:30:00,36.9643,224.641,36.8462,224.301,37.0752,224.937,21.171732,19.0833,21.2833,0.0,683.713,220.997,678.06,222.96,678.06,223.13,385.53818,7.01111,11.9889,147.638,19.2003,224.597,17.1555,224.281,18.5162,225.09,10.478624,18.1,17.9222,0.0,19.0098,220.983,18.511,222.779,18.7459,223.266,10.633523,22.5944,22.9222,0.0,0.0,3079.2769224838,-0.0,0.0,3079.2769224838,427.8220590000001,7.197564636291462,13,1,2,0
2024-02-20 13:45:00,36.942,224.616,36.8004,224.458,37.0292,225.021,21.15672,19.0833,21.2833,0.0,668.295,220.673,665.861,222.963,666.468,222.992,377.87097,6.91111,11.9889,147.638,19.2397,224.558,17.2035,224.444,18.5221,225.034,10.497291,18.1,17.9222,0.0,19.9318,220.656,17.7431,222.832,18.773,222.813,10.6544695,22.5944,22.9222,0.0,0.0,3141.1372444838,-0.0,0.0,3141.1372444838,420.17945050000003,7.475704108675347,13,1,2,0
2024-02-20 14:00:00,37.9181,224.636,35.9948,224.286,37.0989,224.927,21.19513,19.1778,21.2833,0.0,678.846,221.041,673.88,223.051,676.052,223.168,383.55026,6.91111,11.9889,147.638,19.2517,224.592,17.2144,224.272,18.5588,224.993,10.506073,18.1944,17.9222,0.0,19.9997,221.12,17.8558,222.882,18.811,222.822,10.704539,22.5944,23.0222,0.0,0.0,3141.1372444838,-0.0,0.0,3141.1372444838,425.956002,7.374323239337286,14,1,2,0
2024-02-20 14:15:00,36.8437,224.423,36.6524,224.243,36.935,224.885,21.074686,19.0833,21.2833,0.0,680.001,220.814,675.816,222.891,677.484,222.983,384.0763,6.91111,11.9889,147.638,19.1918,224.325,17.1619,224.234,18.4945,224.909,10.466102,18.1944,17.9222,0.0,19.0658,220.753,18.563,222.784,18.7754,222.695,10.646726,22.5944,23.0222,0.0,0.0,3141.1372444838,-0.0,0.0,3141.1372444838,426.26381399999997,7.368998121158368,14,1,2,0
2024-02-20 14:30:00,37.9596,224.631,36.0195,224.237,37.0824,224.946,21.203543,19.1778,21.2833,0.0,683.859,220.595,680.301,222.737,680.747,222.856,385.97876,6.91111,11.9889,147.638,19.2625,224.584,17.2307,224.275,18.5324,225.008,10.506343,18.1944,17.9222,0.0,19.8107,220.626,17.6857,222.574,18.7588,222.711,10.6121855,22.5944,22.9222,0.0,0.0,3141.1372444838,-0.0,0.0,3141.1372444838,428.3008315000001,7.333950843576168,14,1,2,0
2024-02-20 14:45:00,37.8606,224.805,36.7161,224.645,37.0533,225.271,21.340418,19.0833,21.2833,0.0,690.168,221.222,685.082,223.377,685.173,223.329,389.92126,6.91111,11.9889,147.638,19.2186,224.565,17.1485,224.64,18.5413,225.21,10.4921875,18.1944,18.0167,0.0,19.0386,221.161,18.5759,223.283,18.8017,223.033,10.668927,22.6889,23.0222,0.0,0.0,3141.1372444838,-0.0,0.0,3141.1372444838,432.4227925,7.264041810385838,14,1,2,0
